Title,Rating,WatchedDate,Review,Year,Nation,douban_link,imdbId
飞鹰艾迪 / Eddie the Eagle,3,2016/3/22,感觉太平淡，最后的起跳的画面倒是很燃，一碗暖暖的鸡汤，可以让我好好学习几天了。,2016/2/26,美国,https://movie.douban.com/subject/3072064/,tt1083452
咒怨 / 呪怨,2,2016/3/14,寒假晚上和朋友关了灯看得，不恐怖。,2002/10/18,Screamfest恐怖电影节,https://movie.douban.com/subject/1306808/,tt0364385
爆裂鼓手 / Whiplash,5,2016/3/14,我喜欢，长得好看。,2014/1/16,圣丹斯电影节,https://movie.douban.com/subject/25773932/,tt2582802
那些年，我们一起追的女孩 / 那些年，我們一起追的女孩,5,2016/3/14,高二那年，正值青春，和同桌基友看得，真值得怀念！,2011/8/19,中国台湾,https://movie.douban.com/subject/4920528/,tt2036416
我不是王毛,3,2016/3/11,笑点很多，前面像黑色喜剧，十分有意思，但后半部分开始主旋律，未免俗套…,,,https://movie.douban.com/subject/25757187/,tt5606614
荒蛮故事 / Relatos salvajes,5,2016/3/10,很惊艳，和天注定很像，但天注定由于是国内的，看起来更真实，也更血腥。相对来说还是喜欢荒蛮故事，尤其是最后一个，相爱相杀，十分残酷。,2014/5/17,戛纳电影节,https://movie.douban.com/subject/24750126/,tt3011894
马耳他之鹰 / The Maltese Falcon,3,2016/3/8,念台词的速度让我这奔腾的大脑如何处理得过来。不是太喜欢，演了一半过了还不知道谁是谁，根本没交代清楚，一般般吧。,,,https://movie.douban.com/subject/1297874/,tt0033870
疯狂动物城 / Zootopia,5,2016/3/5,树濑太萌了！！！所有小动物都好可爱，非常符合我们对小动物的印象。,2016/3/4,中国大陆,https://movie.douban.com/subject/25662329/,tt2948356
公民凯恩 / Citizen Kane,4,2016/3/2,"Rosebud,我自己。",1941/9/5,美国,https://movie.douban.com/subject/1292288/,tt0033467
熔炉 / 도가니,5,2016/2/29,愤怒！,2011/9/22,韩国,https://movie.douban.com/subject/5912992/,tt2070649
来自星星的你 / 별에서 온 그대,4,2016/2/28,好感人，有些地方真是有共鸣啊,2013/12/18,韩国,https://movie.douban.com/subject/25698722/,tt3469052
控方证人 / Witness for the Prosecution,4,2016/2/28,我是以最后侦探一定能看出真相的思想来看的，没想到最后没有。亏得我还以为最后的结局都是侦探看透人性安排好的，结果他根本没看透。不过还是非常精彩的，值这个分。浓浓的阿加莎味。,1957/12/17,美国,https://movie.douban.com/subject/1296141/,tt0051201
功夫熊猫 / Kung Fu Panda,4,2016/2/3,连看三部功夫熊猫，觉得1最好看。,2008/5/15,戛纳电影节,https://movie.douban.com/subject/1783457/,tt0441773
功夫熊猫2 / Kung Fu Panda 2,4,2016/2/3,,2011/5/26,美国,https://movie.douban.com/subject/3233635/,tt1302011
功夫熊猫3 / Kung Fu Panda 3,4,2016/2/3,听出来的配音有杨幂 张国立 周杰伦等，不知道对不对。,2016/1/29,美国,https://movie.douban.com/subject/11589036/,tt2267968
东北偏北,3,2016/1/18,这类电影比较少，希望中国电影题材多起来。总体凑合，中等偏下。,2014/10/25,东京电影节,https://movie.douban.com/subject/26061902/,tt4131508
极速风流 / Rush,4,2016/1/18,能不能搞个好点的名字？名字配不上这电影。把赛车题材拍成这样绝对有水平。,2013/9/13,英国,https://movie.douban.com/subject/6803494/,tt1979320
星球大战7：原力觉醒 / Star Wars: The Force Awakens,3,2016/1/12,前几部都没看过，也没什么情怀，一般般吧，巨幕也没什么不同。,2015/12/18,美国,https://movie.douban.com/subject/20326665/,tt2488496
神探夏洛克：可恶的新娘 / Sherlock: The Abominable Bride,1,2016/1/4,shit…拍福尔摩斯就好好拍嘛，故弄玄虚，古代现在穿来穿去，简直无聊。,2016/1/1,英国,https://movie.douban.com/subject/25920885/,tt3845232
浪潮 / Die Welle,4,2016/1/3,很可怕,2008/3/13,德国,https://movie.douban.com/subject/2297265/,tt1063669
一切都好,3,2016/1/3,说的都对，但注定平庸。另外，最近怎么这么多电影说同性恋啊。,2016/1/1,中国大陆,https://movie.douban.com/subject/26425088/,tt5328352
唐人街探案,5,2015/12/31,非常好看，我喜欢的类型，探案。不过有三个地方真是吓死了。,2015/12/31,中国大陆,https://movie.douban.com/subject/26311973/,tt5290882
山河故人,3,2015/12/30,不太懂,2015/5/20,戛纳电影节,https://movie.douban.com/subject/25890005/,tt3740778
布达佩斯之恋 / Gloomy Sunday - Ein Lied von Liebe und Tod,4,2015/12/30,是好看的，女主角也很性感，爱情很感人。但不太能接受同时有两个男朋友。,,,https://movie.douban.com/subject/1301106/,tt0155722
非常主播 / 과속스캔들,5,2015/12/28,好好看，好温馨的一部电影。意外的惊喜。,2008/12/3,韩国,https://movie.douban.com/subject/3550132/,tt1360795
教父 / The Godfather,3,2015/12/28,没啥感觉,1972/3/15,纽约首映,https://movie.douban.com/subject/1291841/,tt0068646
逆光飞翔 / 逆光飛翔,5,2015/12/28,恩,2012/9/21,中国台湾,https://movie.douban.com/subject/10733376/,tt2368920
小羊肖恩 / Shaun the Sheep Movie,5,2015/12/28,没有台词却比有台词更好看,2015/2/6,英国,https://movie.douban.com/subject/24397586/,tt2872750
模仿游戏 / The Imitation Game,4,2015/12/28,不错的，明明网上有资源就是没心情看，然后一个人去电影院看了。,2014/11/14,英国,https://movie.douban.com/subject/10463953/,tt2084970
何以笙箫默,1,2015/12/28,不想承认与影院看过……纯粹是因为别人给了张票,2015/4/30,中国大陆,https://movie.douban.com/subject/26259634/,tt4657764
战狼,3,2015/12/28,宿舍一起去看得，还行吧。不是喜欢的类型。,2015/4/2,中国大陆,https://movie.douban.com/subject/24753810/,tt3540136
左耳,2,2015/12/28,没电影看了才去看的，一部为了看电影而去看电影才看了的电影。,2015/4/24,中国大陆,https://movie.douban.com/subject/25745752/,tt4545806
全能囧爸,5,2015/12/28,偶然在电视上看到了…意外的惊喜啊。朴实无华,2015/3/5,中国大陆,https://movie.douban.com/subject/26011893/,tt10299856
狼图腾,3,2015/12/28,不好看,2015/2/19,中国大陆,https://movie.douban.com/subject/3993588/,tt2909116
熊出没之雪岭熊风,4,2015/12/28,好看哦,2015/1/30,中国大陆,https://movie.douban.com/subject/26220731/,tt4412240
重返20岁,5,2015/12/28,真的被杨子姗惊艳到了。,2015/1/8,中国大陆,https://movie.douban.com/subject/25870084/,tt4344878
暴力街区 / Brick Mansions,3,2015/12/28,还不错啦,2014/4/23,法国,https://movie.douban.com/subject/3718269/,tt1430612
十二公民,4,2015/12/28,结尾扯淡，社会主义正能量。其他很好。,2014/10/19,罗马电影节,https://movie.douban.com/subject/24875534/,tt3431598
哆啦A梦：伴我同行 / STAND BY ME ドラえもん,5,2015/12/28,感动到想哭哎,2014/8/8,日本,https://movie.douban.com/subject/25769362/,tt3331846
归来,3,2015/12/28,可能现在看会有不同的想法。三星是以前的评分,2014/5/16,中国大陆,https://movie.douban.com/subject/21352814/,tt3125472
霍比特人3：五军之战 / The Hobbit: The Battle of the Five Armies,3,2015/12/28,不知道怎么打分，因为这个系列我都没看过…为了应付去看的，没看懂。,2014/12/17,美国,https://movie.douban.com/subject/2973079/,tt2310332
变形金刚4：绝迹重生 / Transformers: Age of Extinction,2,2015/12/28,哈哈哈怕,2014/6/19,中国香港首映,https://movie.douban.com/subject/7054604/,tt2109248
海洋之歌 / Song of the Sea,4,2015/12/28,不错哎，很美,2014/9/6,多伦多电影节,https://movie.douban.com/subject/11584019/,tt1865505
女间谍 / Spy,3,2015/12/28,一般般吧,2015/5/21,澳大利亚,https://movie.douban.com/subject/25752261/,tt3079380
飓风营救3 / Taken 3,4,2015/12/28,喜欢老头子，这几部都不错,2014/12/16,柏林首映,https://movie.douban.com/subject/20277632/,tt2446042
分手大师,4,2015/12/28,当时觉得还不错的…可能是有变形金刚的对比,2014/6/27,中国大陆,https://movie.douban.com/subject/24879858/,tt3667798
白日焰火,4,2015/12/28,桂纶镁！,2014/2/12,柏林电影节,https://movie.douban.com/subject/21941804/,tt3469910
分手专家 / Schlussmacher,4,2015/12/27,最后一堂德语课上看的电影，怀念。,2013/1/10,德国,https://movie.douban.com/subject/10745195/,tt1978524
再见列宁 / Good Bye Lenin!,5,2015/12/27,很精彩，用了一个精致的故事融化政治的坚冰，只可惜看得时候没有中文字幕，半懂不懂。,2003/2/9,柏林电影节,https://movie.douban.com/subject/1292055/,tt0301357
五十度灰 / Fifty Shades of Grey,2,2015/12/25,难看,2015/2/9,洛杉矶首映,https://movie.douban.com/subject/24840488/,tt2322441
老炮儿,4,2015/12/24,在理,2015/9/9,威尼斯电影节,https://movie.douban.com/subject/24751756/,tt4701702
偷书贼 / The Book Thief,5,2015/12/20,感动😢,2013/11/8,美国,https://movie.douban.com/subject/21348876/,tt0816442
消失的爱人 / Gone Girl,4,2015/12/20,一个可怕的女人😨😨😨😨,2014/9/26,纽约电影节,https://movie.douban.com/subject/21318488/,tt2267998
寻龙诀,3,2015/12/19,特效十足，蛮值的。,2015/12/18,中国大陆,https://movie.douban.com/subject/3077412/,tt4276752
万万没想到,3,2015/12/19,哈哈哈哈，有些脑洞比较不错，总体一般般。,2015/12/18,中国大陆,https://movie.douban.com/subject/26320029/,tt5266678
极盗者 / Point Break,4,2015/12/11,好好看的极限运动，而且意外地看到了steve aoki的客串和动次打次的the power of now,2015/12/4,中国大陆,https://movie.douban.com/subject/25809384/,tt2058673
师父,3,2015/12/10,不太喜欢看武侠片，但拍得还是不错啦。尤其。。。宋佳让人流口水…………,2015/11/11,台北金马影展,https://movie.douban.com/subject/25919910/,tt4851640
万箭穿心,5,2015/12/6,看完之后真是万箭穿心，真实，不能更真实。,2012/11/16,中国大陆,https://movie.douban.com/subject/10537853/,tt2513344
海绵宝宝 / The SpongeBob Movie: Sponge Out of Water,4,2015/12/2,"好看,搞笑，也很正能量。",2015/2/6,美国,https://movie.douban.com/subject/11808948/,tt2279373
不能说的秘密 / 不能說的·祕密,5,2015/11/28,一部让我看一遍哭一遍的电影，桂纶镁演的精彩，杰伦有些青涩。不用多说。,2007/7/27,中国台湾,https://movie.douban.com/subject/2124724/,tt1037850
火星救援 / The Martian,4,2015/11/26,好看，不过也许是心态变了，总感觉看一般的商业片提不起太大的兴趣，加之时间稍长所以有些无聊。难道我真的变文艺了？,2015/10/2,美国,https://movie.douban.com/subject/25864085/,tt3659388
我的少女时代 / 我的少女時代,4,2015/11/23,很容易让人感动的一部小清新电影，但我已不再是能被感动的时候。言承旭好帅！,2015/8/15,中国台湾,https://movie.douban.com/subject/26366465/,tt4967094
一个勺子,4,2015/11/20,前面有点沉闷，后面很好看，值得推荐。,2014/11/16,金马影展,https://movie.douban.com/subject/25926267/,tt3856504
心迷宫,5,2015/10/18,俺们村整天烧死人。,2014/7/21,FIRST青年影展,https://movie.douban.com/subject/25917973/,tt4078856
窃听风暴 / Das Leben der Anderen,5,2015/10/8,拍的好。,2006/3/23,德国,https://movie.douban.com/subject/1900841/,tt0405094
窃听风云 / 竊聽風雲,4,2015/10/8,,2009/7/24,中国大陆,https://movie.douban.com/subject/3412882/,tt1349853
窃听风云3,2,2015/10/8,,2014/5/29,中国大陆,https://movie.douban.com/subject/10726941/,tt3121442
窃听风云2,3,2015/10/8,,2011/8/18,中国大陆,https://movie.douban.com/subject/5422105/,tt1852904
霸王别姬,5,2015/10/7,大背景下的艺术，艺术与政治无关，艺术不该受政治影响。,1993/1/1,中国香港,https://movie.douban.com/subject/1291546/,tt0106332
言叶之庭 / 言の葉の庭,4,2015/10/7,好奇怪的感觉，没啥感觉，画面不错。,2013/5/31,日本,https://movie.douban.com/subject/20470074/,tt2591814
朗读者 / The Reader,3,2015/10/7,不太看得懂，有可能看的时候分心了。,2008/12/10,纽约首映,https://movie.douban.com/subject/2213597/,tt0976051
夏洛特烦恼,4,2015/10/7,剧情俗，但笑点不俗，浓浓的话剧风，难得的一部好片子。唯一一部在电影院看了两遍的。,2015/9/30,中国大陆,https://movie.douban.com/subject/25964071/,tt5061814
解救吾先生,4,2015/10/7,好看啊，好看啊，笑的地方很足。但也正由于这点造成不太犯罪……王千源，刘德华很好。不如烈日灼心。,2015/9/26,丝绸之路电影节,https://movie.douban.com/subject/25798448/,tt4819560
小黄人大眼萌 / Minions,3,2015/10/7,萌，,2015/7/10,美国,https://movie.douban.com/subject/11624706/,tt2293640
港囧,3,2015/10/7,俗，还好，不如泰囧。9月25日华夏影城,2015/9/25,中国大陆,https://movie.douban.com/subject/25710912/,tt4242158
暗杀 / 암살,4,2015/10/7,全智贤漂亮，有的时候看起来像韩佳人，哈哈。华夏影城，一个人。,2015/7/22,韩国,https://movie.douban.com/subject/25823132/,tt3501416
碟中谍5：神秘国度 / Mission: Impossible - Rogue Nation,5,2015/10/7,爽，好看。,2015/7/31,美国,https://movie.douban.com/subject/10727641/,tt2381249
烈日灼心,5,2015/10/7,演得太精彩……爆表,2015/6/15,上海电影节,https://movie.douban.com/subject/24719063/,tt4079152
恋爱中的城市,2,2015/10/7,没兴趣。,2015/8/20,中国大陆,https://movie.douban.com/subject/26263443/,tt4819604
开心家族 / 헬로우 고스트,3,2015/7/26,为啥我感觉没什么好感动的？一部奇怪的电影。,2010/12/22,韩国,https://movie.douban.com/subject/6019180/,tt1848926
煎饼侠,4,2015/7/17,笑点不错，拯救不开心。,2015/7/17,中国大陆,https://movie.douban.com/subject/25895276/,tt4818250
西游记之大圣归来,4,2015/7/15,画面真的非常美，齐天大圣又是每个小孩心中无与伦比的大英雄。但失去了法力的齐天大圣就像个落寞的英雄，心中难免一丝同情。但总有解开封印，大圣归来的那一天。没什么说的，就是帅。,2015/7/10,中国大陆,https://movie.douban.com/subject/26277313/,tt4644382
小时代4：灵魂尽头,1,2015/7/9,为什么不能给0星。,2015/7/9,中国大陆,https://movie.douban.com/subject/24847343/,tt4814354
我是路人甲,3,2015/7/3,有的地方很好，有的地方太过。饭店老板发疯的那段真的拍的很好。,2015/7/3,中国大陆,https://movie.douban.com/subject/25746375/,tt4786802
触不可及 / Intouchables,5,2014/12/8,还是可以的，很少看法国的电影。,2011/11/2,法国,https://movie.douban.com/subject/6786002/,tt1675434
星际穿越 / Interstellar,5,2014/11/16,精彩,2014/11/7,美国,https://movie.douban.com/subject/1889243/,tt0816692
移动迷宫 / The Maze Runner,3,2014/11/16,不错，结尾虐心，有故意的嫌疑。,2014/9/19,美国,https://movie.douban.com/subject/21349345/,tt1790864
心花路放,4,2014/10/5,最不喜欢影片散场的时候，因为那也就是我们分开的时候。,2014/9/6,多伦多电影节,https://movie.douban.com/subject/25717233/,tt3890264
无人区,5,2013/12/7,剧情充实有内容，值得人思考。黄渤演的太好了。(1 有用),2013/12/3,中国大陆,https://movie.douban.com/subject/3804891/,tt1456660
